url,total_requests,html_requests,css_requests,js_requests,image_requests,font_requests,video_requests,audio_requests,json_requests,other_requests,total_transfer_bytes,total_resource_bytes,total_bytes,html_bytes,css_bytes,js_bytes,image_bytes,font_bytes,video_bytes,audio_bytes,json_bytes,other_bytes,largest_resource_bytes,largest_resource_url,gzip_compressed_bytes,cacheable_bytes,third_party_requests,third_party_bytes,uses_http2,ttfb_ms_avg,ttfb_ms_min,ttfb_ms_max,extra_media_bytes,final_total_bytes,final_co2_grams,lighthouse_performance
https://www.ankaramedipol.edu.tr/,171,6,47,55,48,6,0,0,7,2,10223351,10223351,10223351,353978,1984719,4876941,2820310,187268,0,0,7,128,849413,https://ankaramedipol.edu.tr/wp-content/uploads/2025/04/Banglades-foto1-min-scaled.jpg,0,10220307,170,10223351,False,207.67908412141398,0.14949997421354055,1091.2209999514744,0,10223351,0.42845569085329777,
https://www.mgu.edu.tr/,150,1,22,37,67,14,0,0,7,2,26656157,26656157,26656157,37757,292262,3427249,22593659,270104,0,0,35124,2,1961218,https://www.mgu.edu.tr/wp-content/uploads/2025/05/Rektore-Mesaj-Slider-Gorseli.jpg,0,733118,40,735157,False,610.431854671333,14.64430009946227,1911.8118000915274,0,26656157,1.1171466344967484,
https://asbu.edu.tr/,182,6,54,74,26,11,0,0,11,0,13340640,13340640,13340640,426162,964263,3475839,7603332,870436,0,0,608,0,810012,https://www.asbu.edu.tr/sites/anasayfa.asbu.edu.tr/files/gva-sliderlayer-upload/6.%20SOSYAL-U%CC%88NI%CC%87VERSI%CC%87TE-34y14r.jpg,0,13339885,52,3140600,False,291.3504208829561,0.20899996161460876,895.0411000987515,0,13340640,0.5590997636318207,
https://www.ankara.edu.tr/,58,1,2,5,44,3,1,0,2,0,28742575,28742575,28742575,51778,601831,1182157,4992613,180892,21564887,0,168417,0,21564887,https://ubys.ankara.edu.tr/Resources/Cms/31-05-2024/31-05-2024-15-30-22-news.mp4,0,28522380,17,25252275,False,243.31098448300477,3.261599922552705,4966.937100049108,0,28742575,1.204587402753532,
https://www.aybu.edu.tr/,308,1,13,15,275,3,0,0,1,0,210480993,210480993,210480993,513092,617427,475198,208702968,172308,0,0,0,0,27510692,https://www.aybu.edu.tr/GetFile?id=Upload\4be4b999-479e-4818-874b-0c6386620144.jpg,0,146499,2,146499,False,7466.199348704487,71.31719996687025,14476.690599927679,0,210480993,8.821156513877213,
https://www.belek.edu.tr/,80,3,16,17,29,14,0,0,1,0,19147654,19147654,19147654,79949,710737,1045476,17045016,266476,0,0,0,0,4846822,https://admin.belek.edu.tr/kalite/photos/be2a6798-9faf-4f59-8bdd-ebff4f246c32.jpg,0,931303,41,15886503,False,557.5256199910655,0.25299994740635157,3669.8477000463754,0,19147654,0.8024689089506866,
https://www.antalya.edu.tr/,114,10,8,8,76,9,2,0,1,0,50550461,50550461,50550461,212567,646148,456086,29033170,212340,19990150,0,0,0,10030928,https://antalya.edu.tr/uploads/sub/abu-intro_1762868743.mp4,0,1158174,113,50550299,False,2184.2340745671095,69.72450006287545,4992.556900018826,19990150,70540611,2.956322855316103,
https://www.ardahan.edu.tr/,133,10,21,30,62,4,0,0,5,1,8040022,8040022,8040022,313419,825435,2760154,3778931,353760,0,0,8323,0,520714,https://www.ardahan.edu.tr/Lib/JS/site/jquery-ui.js,0,1650021,53,1664984,False,1496.8460887281883,0.45039993710815907,3992.2077000373974,0,8040022,0.33695342950522905,
https://www.artvin.edu.tr/,334,1,12,23,290,4,0,0,4,0,11930844,11930844,11930844,339719,481393,1056554,9513449,538636,0,0,1093,0,769369,https://www.artvin.edu.tr/uploads/www.artvin.edu.tr/bannerler/2324_suerekli-egtim-merkezi-bannerdhlyb.png,0,11524152,10,356214,False,341.55259579497,49.76900003384799,1231.8715999135748,0,11930844,0.5000158958137036,
https://www.adiguzel.edu.tr/,271,2,42,45,167,12,0,0,3,0,29544633,29544633,29544633,33678,472150,791682,27838110,407896,0,0,1117,0,6035430,https://www.adiguzel.edu.tr/wp-content/uploads/2024/09/masaustu-final-banner-1920-x-1920-piksel.png,0,29517324,28,1186346,False,616.8024262049961,3.4953000722453,2031.091499957256,0,29544633,1.2382012652233245,
https://www.atauni.edu.tr/,85,3,6,14,51,9,0,0,2,0,9301715,9301715,9301715,194657,275577,532369,7983645,314404,0,0,1063,0,1486710,https://www.atauni.edu.tr/yuklemeler/fa0c52c628b052d0ce5903ca790924d3.jpg,0,9010455,72,2652448,False,225.84785062267824,13.151100021786988,868.8236000016332,802114130,811415845,34.00604522321373,
https://www.atilim.edu.tr/,87,5,5,29,39,4,0,0,4,1,17356462,17356462,17356462,140187,638031,1580270,14617892,380080,0,0,2,0,10230840,https://www.atilim.edu.tr/uploads/widgets/banner-4lu/1762255810-atilim_shcedule.jpg,0,16832859,39,1157269,False,139.2010425246888,5.685299984179437,658.6181999882683,0,17356462,0.7274009194225074,
